GeneID	GSM4053401	GSM4053402	GSM4053403	GSM4053404	GSM4053405	GSM4053406	GSM4053407	GSM4053408	GSM4053409	GSM4053410	GSM4053411	GSM4053412
100287102	0	7	8	16	0	4	25	9	12	20	20	2
653635	2938	1766	3935	3102	2823	4085	2996	2749	2478	2628	2242	2258
102466751	16	4	3	13	11	7	2	10	2	4	10	10
107985730	0	0	0	0	0	6	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	1	0	0	0	10	0	0	0	17	0	0
79501	0	0	3	0	0	0	0	0	0	0	0	0
100996442	7	18	7	15	6	20	4	11	4	8	5	2
729737	521	6642	1150	2250	584	1379	794	1193	559	677	1538	490
102725121	0	7	16	15	3	2	19	1	15	47	20	2
102723897	1964	1887	4200	3620	2744	4298	4050	3013	2708	2998	2406	2371
102465909	16	4	7	26	15	16	8	11	3	12	8	14
107985721	0	0	0	0	0	4	0	0	0	0	0	0
112268260	0	0	1	1	7	3	6	0	0	0	4	0
729759	7	0	1	7	1	7	29	1	10	1	0	4
100132287	462	3007	793	1460	740	1096	1000	1032	500	737	1132	681
105378947	0	0	0	0	0	0	0	0	0	0	0	0
101928626	0	0	0	0	0	0	0	0	0	0	0	0
113219467	6	5	8	4	2	9	11	14	7	5	4	9
81399	9	8	18	35	12	11	50	11	20	3	6	4
100133331	522	2588	989	1713	899	1380	1168	1395	845	824	1225	978
107984841	65	331	133	318	95	196	179	305	161	203	182	200
107984847	124	605	352	674	240	393	336	462	333	435	361	572
107984849	13	173	28	137	24	74	39	81	51	56	66	57
100288069	10	13	6	19	8	12	17	6	5	12	10	17
105378580	4	0	6	9	8	18	11	26	24	3	20	16
400728	0	0	0	1	0	0	0	1	1	0	0	0
79854	10	6	14	14	7	30	15	7	2	7	10	7
643837	4	6	4	7	4	7	0	2	12	13	5	4
107984850	0	0	0	0	0	0	0	0	0	0	0	0
284593	0	0	0	0	0	0	0	0	0	0	0	0
284600	0	0	0	0	0	0	0	0	0	0	0	0
100130417	0	0	0	0	0	0	0	0	0	0	0	0
107985728	0	0	0	0	1	0	0	0	1	0	0	0
148398	4	12	22	3	15	27	15	17	13	47	21	35
26155	2345	3283	1594	3579	2026	4162	2795	1525	944	2374	2274	2242
339451	53	76	28	108	62	97	63	32	19	56	12	36
84069	14	44	9	218	27	35	21	4	3	10	5	1
84808	7	6	1	6	0	0	1	0	1	1616	10	0
57801	40	137	72	43	13	49	27	62	85	112	61	43
9636	78	122	68	165	33	134	39	50	88	117	56	37
375790	2324	4000	2155	5250	2011	4400	3058	1810	1940	2845	2185	2327
100288175	1	2	1	1	1	0	3	2	0	1	1	0
112267874	0	2	1	1	1	0	2	2	0	0	1	0
105378948	1	2	1	1	1	0	3	2	0	1	1	0
401934	7	20	1	10	2	10	5	13	2	0	9	2
54991	60	84	98	151	95	113	155	85	38	27	80	124
254099	0	4	0	1	0	0	0	0	0	0	1	0
406984	1	2	5	5	8	9	9	9	0	0	15	24
406983	5	0	4	4	13	10	4	6	1	0	13	2
554210	3	2	7	5	6	12	5	7	0	0	2	2
100506376	0	0	16	59	47	6	9	31	9	105	67	42
254173	8	5	11	16	14	9	0	14	0	27	12	20
8784	12	10	11	22	3	16	6	6	1	6	1	8
7293	14	15	10	16	8	9	15	2	2	15	4	1
51150	698	1268	1551	1429	1005	2264	1022	1485	1333	1548	1939	1750
126792	6	7	9	9	4	16	7	6	6	9	5	3
388581	1	8	14	4	7	35	30	74	21	5	77	47
118424	179	218	362	388	143	457	320	354	312	324	363	265
101928895	0	0	0	0	0	0	1	0	0	0	0	0
6339	2	10	10	43	0	3	22	9	12	27	7	4
116983	279	329	392	744	299	512	236	328	434	418	295	282
102465434	0	0	0	0	0	0	0	0	0	0	0	2
109623456	0	0	0	3	0	0	0	0	1	0	0	0
126789	39	78	86	79	47	121	56	49	46	20	45	112
54973	550	788	1160	764	625	1193	957	921	889	990	874	1035
102465435	1	1	1	1	1	2	1	1	0	0	0	0
80772	56	71	115	141	125	259	164	258	131	238	372	339
83756	2	13	26	37	16	73	30	35	15	21	34	30
1855	649	981	998	761	957	1616	832	780	873	2036	876	761
102466740	1	0	1	0	0	1	1	0	0	0	3	1
54587	37	169	532	440	70	173	91	347	589	1404	476	113
54998	337	392	658	368	365	555	449	572	470	626	477	740
81669	639	899	1157	1205	953	1294	987	646	517	687	594	683
148413	34	33	47	29	94	94	69	60	56	72	47	58
55052	318	513	736	635	326	786	682	516	662	763	572	658
107984868	0	0	0	0	0	0	0	0	0	0	0	0
441869	0	0	0	7	1	0	20	13	5	34	2	10
105378585	0	0	0	0	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0	1	0	0	0
107985729	0	0	0	0	0	0	0	0	0	0	0	0
64856	42	135	52	171	73	123	328	241	339	96	181	150
219293	255	89	115	101	130	318	154	38	41	54	60	86
83858	1718	1120	1200	1357	956	1841	1462	597	600	528	658	1108
55210	1621	1619	1967	2049	1535	2883	2201	800	888	1024	943	1475
339453	5	3	5	6	2	3	4	16	58	12	22	1
29101	484	463	1142	719	523	1382	773	774	895	1415	973	884
643988	4	14	5	4	5	11	4	3	4	1	2	3
105378586	3	14	5	2	4	10	4	3	4	1	2	3
142678	216	337	344	344	618	817	408	478	413	781	477	302
8510	7	13	52	29	20	29	16	61	107	103	38	19
984	1779	1953	2472	1843	2349	3529	2390	3226	2832	3060	4032	2825
728661	248	505	910	916	1022	1431	904	1011	650	893	1194	799
8511	8	13	50	39	20	25	13	65	109	101	39	17
728642	1301	1712	1587	1401	2020	2563	1817	2310	1557	1441	2705	2369
9906	188	381	709	744	646	933	685	695	507	734	798	554
112268218	0	2	0	1	4	0	0	0	0	0	0	0
65220	426	959	1057	857	676	1508	824	1535	1024	1361	1376	1337
2782	1584	4102	5917	3837	2582	6807	4011	6332	6202	5062	6879	4564
105378949	0	0	0	0	0	0	0	0	0	1	0	0
163688	0	0	0	0	0	0	1	0	0	47	0	1
339456	2	76	59	5	61	221	45	21	17	375	31	20
85452	0	2	2	1	4	10	22	0	0	40	0	0
107984872	0	0	0	0	0	2	3	0	0	0	0	0
105378589	0	0	0	0	0	0	0	0	0	0	0	0
2563	6	0	5	3	3	1	4	0	0	31	0	0
105378590	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0
5590	251	512	903	500	872	1109	776	810	405	32	630	642
100506504	0	0	1	0	0	2	1	1	1	0	3	0
199990	69	272	381	336	268	567	354	411	290	366	308	239
112268219	5	2	5	11	5	7	13	4	8	13	2	4
105378593	0	0	0	0	0	0	0	0	0	0	0	0
6497	361	993	1360	1329	798	2109	1191	1647	3478	3239	2426	885
79906	66	78	172	129	95	98	103	139	106	153	166	118
100129534	0	0	0	1	2	0	1	2	0	2	1	7
11079	507	737	1304	1280	800	2135	1325	1561	1002	1095	1483	1429
5192	81	91	160	123	80	262	107	190	122	225	165	144
9651	16	29	59	476	62	90	47	87	96	28	85	37
55229	164	402	445	258	219	462	321	366	466	575	451	361
388585	2	1	0	5	0	4	0	1	3	0	8	1
115110	37	104	113	56	99	153	98	126	72	45	83	118
8764	416	601	608	340	537	734	532	662	348	263	484	668
100996583	0	0	0	0	0	0	0	0	0	0	0	0
127281	61	149	246	69	149	373	243	167	117	45	115	159
79258	9	157	181	13	41	53	303	71	31	4	35	40
105378597	0	0	0	0	0	0	0	0	0	0	0	0
100287898	0	1	2	0	1	0	0	0	0	2	1	0
105378603	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	2	1	13	0	0
63976	0	1	19	8	18	3	58	50	70	186	51	28
100422968	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0	0	0	0	0	0	2	0	0	0	0	0
27237	461	510	893	571	1016	1463	914	1204	433	20	881	1881
1953	104	109	304	407	111	83	74	145	249	615	134	29
105378608	0	0	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0
127262	102	159	461	297	290	990	433	796	592	637	796	399
49856	73	232	325	229	253	332	198	133	151	168	134	173
7161	84	107	72	158	68	94	159	5	3	7	7	17
105378610	0	0	0	0	0	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0	0	0	0	0	0
57212	6	41	21	83	5	19	12	132	196	305	96	31
148870	0	1	0	0	0	0	0	5	6	0	2	0
388588	0	7	0	0	2	5	6	1	12	4	0	0
57470	241	338	561	501	358	785	573	642	690	945	706	508
9731	289	489	1174	743	744	1401	818	912	1236	1163	1307	699
1677	54	83	132	70	71	204	198	56	50	41	67	91
107984910	0	0	0	0	0	0	0	0	1	0	0	0
339448	275	271	650	380	332	553	517	433	313	362	423	385
100133612	0	0	0	0	0	0	0	0	0	0	0	0
728716	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0
55966	1	1	10	97	1	9	0	6	21	6	9	2
105376680	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0
261734	133	243	343	208	276	301	200	151	188	165	153	74
8514	98	926	389	302	461	680	301	90	259	196	214	78
26038	4	17	22	1	3	3	13	73	175	8	39	30
105376687	0	0	0	0	0	0	1	0	0	0	0	0
6146	2012	2504	10319	4272	4557	9607	4122	3790	5024	6833	4883	2988
107985733	9	25	27	17	13	22	10	23	21	35	18	10
102724450	0	0	0	2	0	0	0	0	0	0	0	0
388591	22	77	33	41	34	74	47	132	48	64	112	51
23463	85	214	278	228	139	356	178	326	307	929	305	125
148645	0	0	0	0	0	0	0	0	0	0	0	0
390992	0	0	0	0	0	0	0	0	0	0	0	0
387509	28	40	283	92	158	306	200	133	97	65	165	153
11332	857	1077	1225	1129	637	1349	1726	1170	1250	247	995	1323
54626	3	23	40	23	36	82	38	22	6	0	23	31
83715	104	368	354	150	410	870	880	824	229	7	491	520
100422975	0	0	0	0	0	0	0	0	0	0	0	0
8718	90	97	327	167	162	77	355	231	76	100	47	318
57449	522	1041	936	1485	658	425	992	655	452	1303	418	617
79707	141	420	365	355	198	572	404	435	496	456	475	319
80835	0	0	3	0	0	0	0	10	1	0	0	0
107984912	0	0	0	0	0	0	0	1	1	0	0	0
3104	98	218	279	228	245	360	290	247	223	252	202	343
9903	25	245	104	95	43	147	44	118	203	448	140	40
107984913	0	0	0	0	0	0	0	0	0	0	0	0
148479	112	249	285	326	151	419	239	259	434	372	318	237
90326	41	117	142	98	117	139	118	146	172	246	95	116
55735	831	996	1612	1075	945	2011	1329	1573	1452	1302	2312	1838
100505887	0	0	0	0	0	0	0	0	0	0	0	0
110841581	0	0	0	0	0	0	0	0	0	0	0	0
23261	184	306	660	326	372	674	483	617	799	410	384	299
105376692	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0	0	0	0	0	0	0	0	0	0	0	0
9341	188	288	394	418	341	777	303	625	619	732	595	344
8863	159	357	566	1314	342	1096	475	3227	7930	4025	2595	444
10911	67	7	1	3	5	0	1	0	0	0	0	2
3604	66	113	27	17	4	9	24	11	3	2	8	6
11315	2188	3427	6277	4574	3703	7107	6107	3870	5877	7759	3257	3705
54206	823	3444	1002	375	336	1194	911	1867	1165	1152	1763	418
107984915	0	0	0	0	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0
50651	1	35	19	13	8	4	20	42	139	83	71	22
473	1094	2448	3287	2407	2642	4653	2889	4942	6578	8902	5509	3053
102724552	0	0	0	0	0	0	1	0	0	0	0	0
106632271	0	0	0	0	0	0	0	0	0	0	0	0
2023	12097	31501	20844	26339	8792	26967	17806	9465	11398	8672	12568	12351
102465436	1	0	0	10	2	0	0	7	0	0	8	0
100505975	0	0	0	2	0	0	0	0	0	0	0	0
112268261	0	0	0	0	0	0	0	0	0	0	0	0
765	0	0	1	3	1	4	0	0	0	0	0	0
155184	0	4	10	0	0	0	0	1	0	0	1	0
6518	44	93	29	15	6	16	10	68	35	469	110	22
80045	20	42	45	103	65	374	36	25	26	82	33	28
106614088	7	11	6	17	7	11	2	3	0	7	6	0
407040	0	2	1	1	0	0	1	0	0	0	4	0
102724571	1	3	2	9	6	4	1	2	0	4	0	0
9563	981	2049	3116	1992	1684	3503	2437	2285	2860	5842	3372	2141
80176	42	78	171	76	78	227	98	245	243	143	408	146
100506022	0	0	0	0	0	0	0	0	0	0	0	0
84275	24	149	172	100	65	240	132	338	151	228	131	91
199953	110	152	227	209	123	416	262	124	173	143	157	152
107985734	0	0	0	0	0	0	0	0	0	0	0	0
105376712	0	0	0	0	0	0	0	0	0	0	0	0
5293	165	604	356	639	93	209	176	432	678	680	486	230
644997	0	2	5	30	1	0	0	1	0	0	1	1
101929074	0	0	0	0	0	0	0	0	0	0	0	0
22883	2177	7069	8539	6490	3687	10218	4672	10743	8388	3516	12393	8514
56998	55	61	88	424	53	167	119	84	42	133	96	42
105376717	7	13	10	81	8	30	15	13	9	23	13	12
84328	75	110	318	239	198	463	149	307	277	231	333	113
64802	42	72	128	99	105	193	96	105	176	151	163	114
113391335	0	0	0	0	0	0	0	0	0	0	0	0
100847055	0	0	0	0	0	0	0	0	0	0	0	0
116362	1	11	32	87	9	0	14	54	92	1619	69	6
10277	473	1267	1915	1689	1331	3195	1980	2008	2789	2341	2325	1254
23095	2216	4103	4402	5062	2725	5925	5872	6613	9595	15248	6713	3292
105376725	0	0	0	0	0	0	0	0	0	0	0	0
5226	864	2486	3987	4328	2124	4636	3160	1537	1442	4693	3087	2275
100526739	14	28	34	42	24	56	50	21	25	18	18	24
378708	14	26	31	39	21	53	48	21	24	17	16	23
1325	1	3	5	3	3	3	2	1	2	2	3	1
1676	138	279	465	527	304	677	361	322	430	451	325	270
5195	225	484	650	542	424	956	781	1028	869	1037	797	619
54897	621	679	1359	1790	907	1776	1201	3309	3882	1208	3278	2112
105376733	0	0	0	0	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0	0	0	0	0
148345	2	0	8	8	3	0	5	2	4	47	6	3
23435	1331	1866	3256	3141	1717	4436	3211	2075	2650	2369	2846	1735
10747	2	2	10	10	9	19	8	10	12	9	11	17
6723	153	348	568	602	304	789	476	235	379	592	275	297
5394	705	1024	1559	1242	699	1947	1422	1201	1000	1441	1215	1242
105376736	4	8	14	10	7	22	7	10	8	7	19	8
2475	1276	2255	2711	3079	1810	3281	2795	3284	3595	4234	3777	3261
100873935	23	32	44	43	21	72	27	45	60	83	59	68
10218	0	5	4	13	11	8	6	66	153	185	7	11
29914	273	313	1005	604	465	1384	866	822	799	628	1141	547
105376737	0	0	0	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	0	0	0
57540	2	1	17	0	3	0	3	1	7	1	11	3
112268221	2	0	0	0	2	0	2	0	2	0	1	0
101929181	0	0	0	0	0	0	0	0	0	0	0	0
26232	5	15	17	30	28	19	58	11	45	40	20	2
93611	28	98	86	133	127	171	94	42	81	168	50	41
26270	97	166	140	57	79	141	160	100	92	195	69	168
10459	121	323	395	252	156	329	255	97	174	336	124	172
374946	1	7	9	9	1	47	0	0	6	0	0	0
57085	114	239	247	383	167	425	232	100	113	276	116	101
284498	6	13	21	24	6	37	13	13	22	47	24	47
102724659	0	0	0	0	0	0	0	0	0	0	0	0
4524	185	412	456	637	265	679	467	609	628	683	693	764
1185	61	185	207	247	186	305	191	294	557	564	255	333
100379251	3	2	5	7	4	10	1	12	7	5	4	26
4878	11	3	13	7	19	11	1	12	1	0	5	52
4879	1	0	0	0	0	0	0	0	0	0	0	0
26829	1	0	0	0	1	3	5	0	0	0	0	1
90231	381	771	1494	574	636	1715	1511	1375	911	822	1643	1120
5351	1151	6295	5853	4136	1789	6940	8124	4176	5480	6669	4017	2161
9927	1513	2177	4012	3610	2837	5470	7342	7856	8855	10484	8282	5837
60672	148	202	356	257	332	605	463	158	257	333	172	297
102466982	0	0	0	0	0	2	0	0	0	2	0	0
943	11	22	26	12	5	12	28	1	4	36	4	0
102465836	0	0	0	0	0	0	0	0	0	0	0	0
7133	362	1295	503	290	391	795	338	449	346	780	781	402
100616438	0	7	2	0	0	0	0	0	1	0	2	0
107984917	0	0	0	0	0	0	0	0	0	0	0	0
55187	1181	2752	3667	5264	3119	5532	3651	5786	6620	7605	6094	5557
677885	15	18	85	30	73	96	100	21	19	17	28	33
105376744	0	0	0	0	1	0	0	0	0	0	0	0
9249	273	527	996	465	733	2494	1294	1103	1060	4418	1463	860
102466722	0	0	0	3	0	0	2	0	0	0	1	0
343066	0	0	0	0	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0	19	0	0
390999	0	0	0	0	0	0	0	0	0	0	0	0
65121	0	20	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	13	0	0
343069	0	0	2	1	0	1	0	0	0	0	0	1
65122	0	0	0	0	0	0	0	0	0	0	0	0
400735	0	9	0	0	0	0	0	0	0	2	0	0
343071	0	0	0	0	0	0	0	0	0	0	0	0
441871	14	0	0	0	0	0	0	0	0	0	0	0
440561	0	1	0	0	0	0	0	0	0	2	0	0
101929983	0	1	0	0	0	0	0	0	0	2	0	0
649330	0	0	1	0	0	0	0	0	0	0	0	0
441873	0	50	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	4	0	0	0	0	0	0	0	0
440563	0	8	0	1	0	0	0	0	0	0	0	1
645354	0	0	0	1	0	0	0	0	0	0	0	0
645359	0	3	0	0	0	0	0	0	0	2	0	0
101060301	0	0	1	0	0	0	0	0	0	0	0	0
343070	0	10	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	11	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0	0
653619	0	11	0	0	0	0	0	0	0	0	0	0
729528	0	1	3	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	9	0	0	0	0	0	0	0	0
126755	0	0	0	1	0	0	0	0	0	69	0	0
102724856	0	0	0	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0	11	0	0
10630	14	231	316	207	32	114	151	58	181	171	104	80
107984919	0	0	0	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0
7799	464	948	1088	1196	779	1528	1193	1406	2102	2057	1597	824
23254	73	167	144	381	88	208	96	137	140	320	198	177
107985467	0	0	0	0	0	0	0	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0	0	0	5
105376759	0	0	0	0	0	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0	0	0	0	0
200197	3	4	6	14	3	4	6	3	3	6	3	15
55092	151	216	360	306	249	513	492	377	333	59	351	314
727684	17	37	20	17	34	29	16	11	21	0	15	0
114827	14	95	28	35	28	43	22	20	44	55	52	49
101927417	4	9	0	2	1	2	0	1	2	3	3	0
101927441	0	1	1	0	0	0	0	0	0	0	0	0
79180	1824	3309	5040	1925	2655	5732	4142	3629	2603	960	3596	2491
11330	10	17	1	6	0	0	3	0	1	7	5	0
63036	0	11	0	2	1	0	4	0	3	0	0	0
105376767	0	1	0	0	0	0	0	0	0	0	0	0
51032	12	11	10	3	13	9	15	6	10	11	11	1
842	65	202	179	154	112	318	229	201	187	139	291	203
23341	195	270	496	393	397	987	533	589	506	595	682	537
107397391	0	0	0	0	0	0	0	0	0	0	0	0
79814	177	276	558	120	207	621	475	294	178	46	269	242
84301	364	716	844	937	561	1090	846	417	449	1200	638	397
6248	47	100	140	165	86	188	158	73	60	191	101	48
23207	452	1298	1369	1803	785	1587	1041	1538	1775	4237	1669	1035
284723	0	1	1	2	4	1	0	11	5	37	9	18
110806303	0	0	0	0	0	0	0	0	0	0	0	0
388595	1	4	11	0	4	31	20	77	37	0	38	67
54751	186	230	540	744	316	754	471	1539	1020	397	1004	1419
440567	177	130	241	154	197	411	429	175	157	146	166	100
729614	11	23	45	25	25	44	37	35	18	31	32	21
23013	1616	2934	4360	2939	2161	5501	4263	4009	4018	4657	4542	3353
7709	141	280	320	333	223	376	323	304	343	439	399	337
149563	0	0	0	0	0	2	0	0	0	0	0	0
27129	0	8	21	5	3	33	5	578	1065	6242	585	83
1187	0	3	5	4	8	16	7	59	18	59	19	17
1188	0	3	36	4	11	1	7	85	87	52	17	94
348487	0	19	12	10	3	7	12	1	8	0	3	0
1969	1871	5020	2714	3136	1897	6992	2903	3665	1529	645	3350	2601
101927479	0	0	0	0	0	0	0	0	0	0	0	0
128272	51	85	135	112	75	156	115	34	38	14	50	19
101927546	7	52	38	50	29	24	21	15	12	24	33	34
79363	5	16	27	18	17	31	27	24	24	33	14	9
54455	153	445	533	477	237	482	341	532	600	894	620	314
26099	786	779	1145	874	580	1546	1086	1462	1445	1512	1305	1151
374955	6	1	1	3	2	0	3	8	1	0	4	14
55707	564	692	1030	858	710	1583	845	898	543	1039	936	546
107984921	0	0	0	0	0	0	0	0	0	0	0	0
114819	13	29	31	33	52	39	64	40	67	41	27	8
26871	187	41	150	79	91	163	392	39	12	5	17	163
107985757	0	0	0	0	0	0	0	0	0	0	0	0
100132147	0	0	0	0	0	0	0	0	0	0	7	0
107985758	0	0	0	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0	0	0	0
55672	931	1581	3474	3057	2819	4042	4218	15896	10434	6013	19441	5810
105376794	24	17	37	24	41	45	31	21	24	15	43	24
84809	103	58	102	87	142	178	126	99	83	77	143	79
11209	31	96	228	31	99	51	146	249	229	81	82	15
107985736	0	0	0	0	0	0	0	1	1	4	2	0
26869	179	43	144	77	89	152	368	43	10	5	16	147
107985759	0	0	0	0	0	0	0	0	0	0	0	0
284729	0	16	16	1	38	0	13	19	0	0	0	0
100189045	0	0	0	0	0	0	0	0	0	0	0	0
6060	117	15	19	12	9	19	178	29	1	1	4	142
11223	8	54	115	45	19	54	38	149	197	50	355	28
100500876	0	0	0	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0	0	0	0
112267871	0	4	0	0	0	0	0	0	2	0	0	0
7193	0	0	0	0	0	0	0	0	0	0	0	0
100189183	0	0	0	0	0	0	0	0	0	0	0	0
105376805	0	0	0	0	0	0	0	0	0	0	0	6
791226	0	0	0	0	0	0	0	0	0	0	0	0
26870	99	17	14	12	8	19	158	26	1	2	3	143
9696	115	401	308	319	252	633	371	338	459	474	298	166
4237	26	523	959	528	118	400	720	127	254	527	196	74
105376806	2	142	234	127	36	78	141	27	45	82	30	21
23400	1163	2128	2878	2256	2116	4254	2183	1968	1495	1428	2628	3254
6390	1900	1765	2825	1666	2331	4250	3475	4670	3154	5301	3449	3400
11240	39	415	1187	374	691	2470	439	8707	3742	5730	9129	5486
105376808	0	0	0	0	0	0	0	0	0	0	0	0
400743	0	0	0	0	0	0	0	0	0	0	0	0
29943	0	86	6	282	25	73	77	4	3	1	13	11
51702	6	1041	1	50	12	10	5	3	2	5	0	0
100616188	0	0	0	0	0	0	0	0	0	0	0	0
23569	0	270	14	35	2	45	11	63	23	74	279	20
353238	0	0	0	1	0	0	0	4	0	0	0	16
55920	2040	1850	3609	2797	1793	3529	2577	1154	1027	875	1974	1895
55160	1858	1979	3167	2053	2264	3764	5971	3102	1703	1844	2449	3401
107984028	0	0	0	0	0	0	0	0	0	0	0	0
81569	0	0	3	0	0	0	5	0	0	1	0	1
105376809	0	0	0	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0	0	0	0	0
84966	0	14	12	39	4	18	8	21	13	43	22	63
105376814	0	0	0	0	0	0	0	0	0	0	0	0
127707	1	4	11	8	26	6	21	58	9	2	15	23
5081	0	0	0	0	0	0	0	0	3	60	0	0
80834	0	1	0	0	0	0	0	0	0	0	0	0
8659	172	67	284	334	240	1003	208	95	149	1022	120	35
100616120	0	0	0	2	0	0	0	0	0	0	0	0
100302276	0	0	1	0	0	0	0	0	0	0	0	0
126917	160	183	329	2808	178	562	331	182	438	234	392	166
105376815	0	0	0	0	0	0	0	0	0	0	0	0
23352	7469	11248	11293	9639	6695	13491	11230	13486	11410	12943	12801	10320
101927895	57	103	129	92	64	191	64	97	109	114	103	161
23065	996	1853	2065	1686	1287	3256	1503	1559	1826	2308	2093	2025
51154	341	407	630	597	384	907	684	249	212	301	307	359
246181	113	206	408	165	264	270	255	410	102	47	297	840
22977	945	878	1640	750	867	1489	881	2224	723	36	1394	2585
100506730	1	0	1	2	0	1	1	1	0	0	0	2
8574	963	1493	2417	2286	1089	2229	3033	2120	1970	3356	2426	1597
54896	79	77	94	97	84	181	115	107	128	152	147	120
832	1706	2283	3459	2775	1553	3929	2636	5577	5332	4609	4753	3604
105376819	0	0	0	1	0	0	0	1	0	0	0	0
105376818	0	0	0	0	0	0	0	0	0	0	0	0
105376817	0	0	0	0	0	0	0	1	0	0	0	0
105378614	0	0	0	0	0	0	0	0	0	0	0	0
440574	137	108	292	152	173	408	123	267	222	193	150	191
100532736	972	624	999	455	726	1204	906	1305	1042	546	1221	1332
644068	36	8	50	39	13	20	44	64	9	4	14	19
4681	932	600	921	419	675	1057	865	1212	971	507	1186	1273
3362	1	11	2	0	0	0	0	2	4	0	1	0
255104	313	332	288	346	317	572	187	314	322	395	409	301
54546	432	172	249	8	187	230	843	270	160	9	436	269
105376823	0	0	0	0	0	0	0	0	0	0	0	0
23252	68	116	114	100	75	166	128	38	90	84	72	37
30814	0	0	0	0	1	3	0	0	0	0	0	0
5320	3811	305	5239	3723	647	3576	472	3010	2142	7195	1901	24435
5322	0	1	1	6	4	9	0	142	338	89	88	23
26279	16	0	17	2	1	1	0	58	9	0	4	13
64600	0	21	35	96	0	0	8	4	21	0	0	7
391013	0	0	0	0	0	0	0	10	22	0	8	0
