GeneID	GSM2367963	GSM2367964	GSM2367966	GSM2367967	GSM2367969	GSM2367970	GSM2367974	GSM2367975	GSM2367977	GSM2367978
10098	25	23	20	70	212	23	168	60	60	11
112267901	0	0	0	0	0	0	0	0	0	0
105377342	0	0	0	0	0	0	0	0	0	0
105377343	0	0	0	0	0	0	0	0	0	0
1977	283	325	735	303	586	352	1027	716	191	416
23173	144	317	639	351	410	228	701	652	194	336
100500867	0	0	0	0	0	0	0	0	0	0
128	846	1816	3435	2827	1762	2659	2307	4317	757	1032
100507053	1	11	19	10	2	44	9	34	8	9
127	2	3	1	0	1	12	1	8	4	8
359806	10	3	32	1	3	0	0	1	0	0
130	11	71	6	0	5	133	5	177	14	195
124	11	6	13	3	5	5	2	7	2	3
125	1	1624	28	1087	890	633	415	2945	432	132
126	47	3392	14	82	36	5999	122	6069	35	7391
102723576	0	0	0	0	0	0	0	0	0	0
131	0	0	0	0	0	0	0	0	0	0
84103	0	0	0	0	0	0	0	0	0	0
93587	3	35	32	24	34	11	206	45	19	11
4547	1	1	401	48	4	1	341	30	56	0
285556	0	0	0	0	0	0	0	0	0	0
27071	40	34	12	15	188	59	206	41	40	45
8649	140	519	881	204	735	581	733	853	202	363
79982	40	251	144	151	135	102	291	317	164	234
3015	1977	922	7588	1893	2746	1429	4261	3069	1010	1226
256880	0	0	0	0	0	0	0	0	0	0
107986232	0	0	0	0	0	0	0	0	0	0
115265	0	1	3	17	22	5	16	21	13	0
101929353	0	0	0	0	0	0	0	0	0	0
107399301	0	0	0	0	0	0	0	0	0	0
51705	11	68	43	48	141	36	181	158	119	75
105377345	0	0	0	0	0	0	0	0	0	0
100874275	0	0	0	0	0	0	0	0	0	0
107986233	0	0	0	0	0	0	0	0	0	0
5530	29	132	42	114	266	97	530	363	130	143
102465868	0	0	0	0	0	0	0	0	0	0
100302193	0	0	0	0	0	0	0	0	0	0
90024	16	69	35	34	66	43	34	52	60	63
107986297	0	0	0	0	0	0	0	0	0	0
55024	0	6	3	2	91	48	72	29	23	28
64116	1468	903	574	32	259	771	643	1317	161	431
105377621	0	0	2	0	0	0	0	6	0	0
4790	143	385	161	309	395	140	572	458	286	434
105377347	0	0	1	0	0	0	0	0	0	0
4126	68	130	169	123	197	79	493	263	150	111
102723704	0	0	0	0	1	0	1	0	0	0
7323	2296	5012	4715	4230	4681	2716	5059	5774	3362	5087
105377348	0	0	0	0	0	0	0	0	0	0
493856	314	333	567	254	374	248	486	397	281	348
150159	312	329	561	253	374	250	480	393	280	344
133308	11	23	8	67	78	18	173	58	48	15
56898	136	224	523	301	307	509	345	500	221	258
1062	1	2	4	0	34	7	84	24	3	12
101929448	0	0	0	0	0	0	0	0	0	0
6870	0	1	0	0	0	14	2	12	0	1
105377349	0	0	0	0	0	0	0	0	0	0
105377350	0	0	0	0	0	0	0	0	0	0
80319	0	5	14	20	65	7	18	31	34	10
101929468	0	0	2	0	0	0	0	0	0	0
105377351	0	0	2	0	0	0	0	0	0	0
54790	21	154	29	136	247	149	170	230	62	172
104384744	0	0	0	0	0	0	0	0	0	0
27068	261	308	1096	241	851	2925	1544	1886	256	411
105377352	0	0	0	0	0	0	0	0	0	0
54848	4	30	30	1	32	10	43	29	22	9
100874374	0	0	0	0	0	0	0	0	0	0
57117	165	188	401	183	397	383	440	465	112	135
79807	45	20	41	38	65	25	113	53	44	42
107986190	0	0	0	0	0	0	0	0	0	0
101929529	0	0	0	0	0	0	0	0	0	0
255743	27	200	82	52	424	89	649	185	49	295
101929577	0	0	0	0	0	0	0	0	0	0
93627	65	158	137	177	202	60	204	215	137	119
9255	193	226	487	196	509	282	608	544	156	186
100507096	0	0	0	0	0	0	0	0	0	0
105377355	0	0	0	0	0	0	0	0	0	0
105377356	0	0	0	0	0	0	0	0	0	0
27123	1	5	10	30	11	4	67	11	8	0
102725220	0	0	0	0	0	0	0	0	0	0
105377358	0	0	0	0	0	0	0	0	0	0
105377357	0	0	0	0	0	0	0	0	0	0
9061	58	82	158	184	111	23	354	172	171	73
166929	29	306	73	471	217	176	756	385	351	435
101929595	0	0	0	1	1	0	0	1	0	0
107986298	0	0	1	0	1	0	0	1	0	0
113612	44	72	14	225	78	39	209	130	138	70
107986299	0	0	0	0	0	0	0	0	0	0
3033	486	896	1045	445	894	1183	913	1800	218	1269
51176	5	20	288	1	148	18	683	21	137	16
641518	0	0	3	0	3	0	6	1	2	0
107986300	0	1	0	0	0	0	0	0	0	0
285456	0	0	0	0	0	0	0	0	0	0
101929621	0	0	0	0	0	0	0	0	0	0
6164	71	50	95	22	45	67	180	146	16	36
58505	1142	883	4882	471	1306	941	2266	1460	1295	793
105377359	0	0	0	0	0	0	0	0	0	0
107986234	0	0	0	0	0	0	0	0	0	0
64850	0	0	0	0	0	0	1	0	0	0
84570	0	0	0	3	1	0	1	4	2	0
645078	0	0	0	0	0	0	0	0	0	0
100533182	2	1	1	0	2	1	0	5	2	4
10427	65	162	183	145	201	110	246	241	121	174
693161	0	0	0	0	0	0	0	0	0	0
55013	134	88	145	87	132	47	450	186	336	95
107986302	0	0	0	0	0	0	0	0	0	0
839	349	683	977	160	503	398	508	803	210	545
81579	92	153	191	245	347	129	432	515	184	265
3426	3	27	12	15	99	36	141	36	180	15
54433	14	16	26	14	119	28	63	38	23	28
10692	0	0	1	0	4	0	1	1	0	1
345193	0	0	0	0	1	0	0	0	0	0
1950	0	3	2	1	8	2	72	10	0	4
79071	78	306	162	12	164	252	178	241	48	382
107986303	0	0	0	0	0	0	0	0	0	0
105377362	0	0	1	0	0	0	0	0	0	0
2028	8	19	200	26	173	12	869	65	132	22
110231149	0	0	0	0	0	0	0	0	0	0
105377363	0	0	0	0	0	0	0	0	0	0
5308	14	1	15	0	332	504	107	5	10	150
100126354	0	0	0	0	0	0	0	0	0	0
105377364	0	0	0	0	0	0	0	0	0	0
105377365	1	0	0	0	0	0	0	0	0	0
105377366	0	0	0	0	0	0	0	0	0	0
105377367	0	0	0	0	0	0	0	0	0	0
105377369	0	0	0	0	0	0	0	0	0	0
105377370	0	0	0	0	0	0	0	0	0	0
132720	0	0	0	0	0	0	0	1	0	0
55435	7	41	19	11	32	13	89	68	16	30
92610	84	74	179	100	185	200	460	298	126	91
80216	52	265	81	133	279	127	250	216	235	226
107986304	0	0	0	0	0	0	0	1	0	0
63973	0	0	0	0	0	0	0	0	0	0
105377372	0	0	0	0	0	0	0	0	0	0
55345	2	1	0	2	20	13	36	11	2	5
51574	11	31	25	23	42	26	57	68	18	19
109864269	0	0	0	0	0	0	0	0	0	0
442912	0	0	0	0	0	0	0	0	0	0
442896	0	0	0	0	0	0	0	0	0	0
407028	0	0	0	0	0	0	0	0	0	0
442895	0	0	0	0	0	0	0	0	0	0
442894	0	0	0	0	0	0	0	0	0	0
287	0	33	1	145	4	7	12	30	2	6
102723896	0	0	0	0	0	0	0	0	0	0
105377373	0	0	0	0	0	0	0	0	0	0
100302188	0	0	0	0	0	0	0	0	0	0
102465878	0	0	0	0	0	0	0	0	0	0
105377374	1	0	1	0	0	0	0	0	0	0
817	0	9	0	17	19	18	23	54	12	25
105377375	0	0	0	0	1	0	0	0	0	0
79642	3	23	0	36	57	10	82	81	16	15
107986305	0	0	0	0	0	0	0	0	0	0
105377376	0	0	0	0	0	0	0	0	0	0
107986235	0	0	0	0	0	0	0	0	0	0
105377378	0	0	0	0	0	0	0	0	0	0
105377379	1	0	0	0	0	0	0	0	0	0
105377380	0	0	0	0	0	0	0	0	0	0
7368	88	158	266	4	337	264	2035	589	66	436
693162	0	0	0	0	0	0	0	0	0	0
105377382	0	0	0	0	0	0	0	0	0	1
64579	0	0	0	0	0	0	1	7	0	0
105377383	0	0	0	0	0	0	0	0	0	0
100302290	0	0	0	0	0	0	0	0	0	0
105377384	0	0	0	0	0	0	0	0	0	0
105377385	0	0	0	0	0	0	0	0	0	0
107986306	1	0	0	0	0	0	0	0	0	0
105377387	0	0	0	0	0	0	0	0	0	0
105377388	0	0	1	0	1	0	0	2	0	0
133022	23	7	43	30	6	3	21	14	24	3
105377389	0	0	0	0	0	0	0	0	0	0
105377390	0	0	0	0	0	0	0	0	0	0
103689918	0	0	0	0	0	0	0	0	0	0
102723914	0	0	0	0	0	0	0	0	0	0
105377391	0	0	0	0	0	0	0	0	0	0
9348	0	0	4	0	1	0	7	0	0	0
107986307	0	0	0	0	0	0	0	1	0	0
105377392	0	0	0	0	0	0	0	0	0	0
100093630	208	212	380	279	811	302	588	463	299	204
677809	3328	7005	13404	517	10071	44195	8164	13804	1967	2416
8492	17	422	2	10	64	144	128	209	39	248
105379403	0	0	0	0	0	0	0	0	0	0
645455	0	2	1	1	9	6	15	5	1	4
729218	136	108	273	351	327	517	384	574	123	123
101929741	0	0	0	0	0	0	0	0	0	0
57721	5	14	17	24	89	74	178	116	19	22
9871	167	617	265	426	896	325	957	759	1370	744
171024	0	108	39	4909	93	620	139	845	24	21
105377393	0	0	0	0	0	0	0	0	0	0
105377394	0	0	0	0	0	0	0	0	0	0
102723967	0	0	0	0	0	0	0	0	0	0
105377395	0	0	0	0	0	0	0	0	0	0
51778	0	1	2	14	1	3	6	6	1	1
105379404	0	0	0	0	0	0	0	0	0	0
101929762	0	0	1	0	0	0	0	0	0	0
54532	58	467	148	67	831	398	485	736	156	381
401152	0	1	0	0	2	1	2	7	0	0
2169	0	71	51	0	7	32	48	126	7	34
107986193	0	0	0	0	0	0	0	0	0	0
401149	12	13	8	26	72	13	26	13	12	11
107983979	29	27	138	182	146	130	63	83	60	48
101926918	0	0	0	0	0	0	0	0	0	0
645513	29	86	72	36	43	27	102	79	42	27
8654	22	175	59	872	89	122	328	421	62	148
105377396	0	0	0	0	0	0	0	0	0	0
105377397	0	0	0	0	0	0	0	0	0	0
101927007	1	0	0	0	0	0	0	0	0	0
100996694	0	0	0	0	0	0	0	0	0	0
4085	430	51	1204	14	483	156	840	360	140	141
11107	25	32	122	123	13	50	31	112	34	22
105377399	0	0	1	0	0	0	0	0	0	0
79625	2	45	3	26	9	12	36	76	15	25
105377400	0	0	0	0	0	0	0	0	0	0
79931	4	9	3	2	23	10	49	15	10	12
84109	1	0	2	0	1	0	0	3	0	2
107986309	0	0	1	0	0	0	0	0	0	0
107986310	0	0	0	0	0	0	0	0	0	0
105377401	0	0	0	0	0	0	0	0	0	0
105377402	0	0	1	0	0	0	0	0	0	0
308	352	732	989	1155	1367	565	3190	1621	1846	584
132332	0	4	2	34	5	3	4	4	4	3
100192379	28	9	48	2	2	0	0	0	0	1
5393	39	40	66	98	72	36	183	84	73	71
890	253	40	488	13	312	67	476	195	83	147
55212	10	51	40	74	54	35	79	77	38	56
7222	0	5	0	2	1	0	6	1	1	2
102724158	0	0	0	0	0	0	0	0	0	0
112268469	0	0	0	0	0	0	0	1	0	0
84162	44	548	144	463	208	102	409	351	163	288
132612	0	0	1	0	0	0	0	0	0	0
3558	0	2	0	0	3	5	4	7	0	5
59067	0	0	3	0	0	2	9	0	1	0
100996941	0	0	0	0	0	0	0	0	0	0
166379	68	152	198	92	135	103	96	162	138	172
729338	0	0	1	1	0	1	2	4	1	0
2247	5	130	8	1212	60	24	80	189	62	72
11162	52	68	38	93	70	127	108	201	47	224
166378	17	36	22	67	163	75	270	132	45	59
105377404	0	0	0	0	0	0	0	0	0	0
10252	0	2	1	8	10	1	11	6	6	2
100189197	0	0	0	0	0	0	0	0	0	0
107986311	0	0	0	0	0	0	0	0	0	0
105377405	0	0	0	0	0	0	0	0	0	0
285419	0	0	45	3	34	4	29	4	2	4
105377407	0	0	0	0	0	0	0	0	0	0
105377406	0	0	0	0	0	0	0	0	0	0
105377408	0	0	0	0	0	0	0	0	0	0
101927087	0	0	0	0	0	0	0	0	0	0
57182	75	214	77	575	334	111	301	238	591	223
79633	0	27	3	182	19	15	82	140	31	23
100302267	0	0	0	0	0	0	0	0	0	0
101927109	0	0	0	0	0	0	0	0	0	0
105377409	0	0	0	0	0	0	0	0	0	0
105377410	0	0	0	0	0	0	0	0	0	0
105377411	0	0	0	0	0	0	0	0	0	0
102724210	0	0	0	0	0	0	0	0	0	0
107986312	0	0	0	0	0	0	0	0	0	0
105377412	0	0	0	0	0	0	0	0	0	0
105377413	0	0	0	0	0	0	0	0	0	0
27152	14	13	16	49	52	14	69	91	47	29
83447	0	0	0	0	0	0	0	0	0	0
105377414	0	0	0	0	0	0	0	0	0	0
22824	8	20	2	40	11	3	93	20	7	29
10733	26	11	71	7	103	23	109	45	23	38
256471	24	45	101	40	168	107	171	130	35	59
80167	85	142	254	66	119	91	292	349	51	93
55132	29	53	121	44	67	79	124	179	38	75
10424	21	93	104	103	224	155	393	443	108	198
100507487	0	0	0	0	0	0	0	0	0	0
101927259	0	0	0	0	0	0	0	0	0	0
79960	29	105	45	315	244	72	292	203	79	65
132320	3	11	20	16	32	28	57	56	10	18
132321	148	259	1383	10	167	219	216	561	49	178
105377416	0	0	0	0	0	0	0	0	0	0
105377417	0	0	0	0	0	0	0	0	0	0
101927282	0	0	0	0	0	0	0	0	0	0
107986313	0	0	0	0	0	0	0	0	0	0
105377418	0	0	0	0	0	0	0	0	0	0
105377420	0	0	0	0	0	0	0	0	0	0
105377422	0	0	0	0	0	0	0	0	0	0
105377423	0	0	0	0	0	0	0	0	0	0
105377424	0	0	0	0	0	0	0	0	0	0
101927305	0	0	0	0	0	0	0	0	0	0
105377425	0	0	0	0	0	0	0	0	0	0
105377428	0	0	0	0	0	0	0	0	0	0
107986236	0	0	0	0	0	0	0	0	0	0
104355285	0	0	0	0	0	0	0	0	0	0
105377431	0	0	0	0	0	0	0	0	0	0
105377432	0	0	0	0	0	0	0	0	0	0
101927359	0	0	0	0	1	0	0	0	0	0
57575	0	4	0	22	8	4	1	15	2	2
132430	0	0	0	0	0	0	0	0	0	0
105377434	0	0	0	0	0	0	0	0	0	0
105377436	0	0	0	0	0	0	0	0	0	0
105377438	0	0	0	0	0	0	0	0	0	0
105377437	0	0	0	0	0	0	0	0	0	0
105377439	0	0	0	0	0	0	0	0	0	0
100507528	0	0	0	0	0	0	0	0	0	0
105377441	0	0	0	0	0	0	0	0	0	0
729307	0	0	1	0	0	0	0	0	0	0
105377442	1	0	0	0	0	0	0	0	0	0
54510	36	126	45	307	173	193	565	550	192	225
105377443	0	0	0	0	0	0	0	0	0	0
101927414	0	0	0	0	0	0	0	0	0	0
107986314	0	0	0	0	0	0	0	0	0	0
105377444	0	0	0	0	0	0	0	0	0	0
105377445	0	0	0	0	0	0	0	0	0	0
107986315	0	0	0	0	0	0	0	0	0	0
105377447	0	0	0	0	0	0	0	0	1	0
641365	0	0	0	0	0	0	1	0	0	0
641364	0	0	0	0	0	0	1	0	0	1
23657	68	49	45	0	273	16	170	44	69	58
105377446	0	0	0	0	0	0	0	0	0	0
100874047	0	0	0	0	0	0	0	0	0	0
105377448	0	0	1	0	0	0	0	0	0	0
25819	39	99	54	65	141	59	155	99	122	65
1998	9	39	33	80	68	39	120	117	26	23
105379412	0	0	0	0	0	0	0	0	0	0
84709	0	2	0	21	1	0	1	5	25	0
4717	0	8	5	1	7	4	16	12	3	2
80155	70	59	114	112	195	49	381	162	109	118
105377449	0	0	1	0	0	0	0	0	0	0
107984036	0	0	0	0	0	0	0	0	0	0
83452	56	114	231	261	247	84	249	209	132	89
80854	74	175	78	574	452	153	802	499	295	167
105377451	0	0	0	0	0	0	0	0	0	0
105377622	0	0	0	0	0	0	0	0	0	0
101927490	0	0	0	0	0	0	0	0	0	0
4258	684	1295	2645	320	1211	692	1990	1830	322	937
55534	11	96	27	96	169	56	125	125	89	127
105377452	0	0	0	0	0	0	0	0	0	0
101927516	0	0	0	0	0	0	0	0	0	0
60592	116	647	1216	85	357	612	530	752	140	293
100129858	7	4	15	2	5	12	8	15	2	3
1047	1	5	2	14	0	2	7	31	6	3
152586	0	0	0	0	0	0	0	0	0	0
255520	92	265	274	123	198	114	333	339	169	155
7350	0	0	0	0	0	0	0	0	0	0
23158	18	341	151	179	201	254	280	332	207	229
644962	0	0	0	0	0	0	0	0	0	0
57484	1	58	8	1586	42	69	97	429	40	8
27309	94	315	203	625	497	219	524	506	213	256
100507639	0	0	0	0	0	0	0	0	0	0
105377456	0	0	0	0	0	0	0	0	0	0
3600	13	96	68	51	12	48	91	76	16	44
8821	15	118	120	57	148	112	204	193	71	160
101927613	1	0	2	1	0	0	0	1	0	0
105377457	0	0	0	0	0	0	0	0	0	0
107986194	0	0	0	0	0	0	0	0	0	0
105377623	0	0	0	0	0	0	0	0	0	0
84640	84	219	96	121	190	91	247	248	84	193
2549	71	388	185	980	418	270	604	1046	191	276
100423017	0	0	0	0	0	0	0	0	0	0
100128055	0	0	0	0	0	1	1	0	0	0
8467	106	254	232	494	471	129	750	437	304	354
441046	58	39	71	43	36	23	12	43	20	27
166752	0	0	0	0	0	0	0	0	0	1
105377458	0	0	0	0	0	0	0	0	0	0
105377459	0	0	0	0	0	0	0	0	0	0
2996	0	1	0	0	2	2	3	4	1	0
101927636	0	0	0	0	0	0	0	0	0	0
2994	0	1	0	0	0	0	0	1	0	0
105377460	0	0	0	0	0	0	0	0	0	0
2993	0	0	0	0	0	0	1	0	1	0
107986317	0	0	2	0	0	0	0	0	0	0
105377461	0	0	0	0	0	0	0	0	0	0
105377462	0	0	0	0	0	0	0	0	0	0
646576	0	0	0	0	0	0	0	0	0	0
64399	1	71	3	3	21	66	87	150	43	140
10393	59	99	184	137	115	56	232	158	101	83
6059	650	259	977	359	1041	251	1300	463	535	401
54726	73	308	52	422	449	143	515	297	204	227
105377465	0	0	0	0	0	0	0	0	0	0
105377466	0	0	0	0	0	0	0	0	0	0
4086	19	74	38	41	202	134	296	293	86	113
101927659	0	0	0	0	0	0	0	0	0	0
104326058	19	73	37	40	198	132	294	291	84	112
285422	0	0	0	0	0	0	0	0	0	0
105377467	0	0	1	0	0	0	0	0	0	0
166785	21	112	84	40	81	61	152	174	38	107
646603	0	0	1	0	0	2	0	0	0	0
152485	45	145	42	401	307	102	288	272	190	140
105377468	0	0	0	0	0	0	0	0	0	0
105377469	0	0	0	0	0	0	0	0	0	0
100505545	1	0	0	0	0	0	0	0	0	0
105377470	0	0	0	0	0	0	0	0	0	0
11157	81	144	262	173	168	108	127	151	106	80
345051	0	0	0	0	0	0	0	0	0	0
84068	18	107	81	41	149	66	221	192	70	119
105377472	0	0	1	0	0	0	1	0	0	0
102465837	0	0	0	0	0	0	0	0	0	0
5458	2	0	0	0	0	0	0	0	0	0
83894	2	0	0	0	2	0	5	0	0	0
105377474	0	0	0	0	0	0	0	0	0	0
105377473	0	0	0	0	0	0	0	0	0	0
105377475	0	0	0	0	0	0	0	0	0	0
105377476	0	0	0	0	0	0	0	0	0	0
100313938	0	0	0	0	0	0	0	0	0	0
1909	19	36	32	44	392	31	354	61	243	21
105377478	0	0	2	0	0	0	0	0	0	0
105377477	0	0	0	0	0	0	0	0	0	0
55751	139	479	305	244	305	201	577	510	201	347
90826	10	29	14	39	24	14	46	43	18	26
79658	8	95	158	809	39	291	172	491	41	27
100616246	0	0	0	0	0	0	0	0	0	0
4306	7	679	30	233	131	377	144	1017	14	390
102724672	0	0	0	0	0	0	0	0	0	0
107986195	0	0	0	0	0	0	0	0	0	0
105377483	0	0	0	0	0	0	0	0	0	0
105377481	0	0	1	0	0	0	0	0	0	0
105377480	0	0	0	0	0	0	0	0	0	0
107986319	0	0	0	0	0	0	0	0	0	0
101927849	0	0	0	0	0	0	0	0	0	0
107986320	0	0	0	0	0	0	0	0	0	0
285423	0	0	0	0	0	0	0	0	0	0
105377479	0	0	0	0	0	0	0	0	0	0
166614	6	28	1	379	28	24	37	75	141	6
987	186	860	320	4479	1077	429	1085	1141	604	1145
729558	0	0	0	0	0	0	0	0	0	0
10586	26	119	71	4135	30	164	125	481	52	27
6189	12437	6727	40437	3973	8812	14104	22252	20960	6838	4735
114655	0	0	0	0	0	0	0	0	0	0
8944	0	0	0	0	0	0	0	0	0	0
152503	349	2076	627	2072	2141	1083	1058	2009	989	1269
107986196	0	0	0	0	0	0	0	1	0	0
105377485	0	0	0	0	0	0	0	0	0	0
345062	0	0	0	0	1	0	0	0	0	0
105377486	0	0	0	0	0	0	0	0	0	0
729830	34	158	29	9	135	280	193	279	21	151
5188	26	86	158	90	135	57	188	184	72	106
107986197	0	0	0	0	0	0	0	0	0	0
105377488	1	0	0	0	0	0	0	0	0	0
102724700	0	0	0	0	0	0	0	0	0	0
100505685	0	0	0	0	0	0	0	0	0	0
100996286	0	0	0	0	0	0	0	0	0	0
105377490	0	0	0	0	0	0	0	0	0	0
105377489	0	0	0	0	0	0	0	0	0	0
105377492	0	0	0	0	0	0	0	0	0	0
55294	29	126	49	128	186	85	212	162	69	83
102191832	0	0	0	0	0	0	0	0	0	0
100422896	0	0	0	0	0	0	0	0	0	0
54553	43	57	155	21	56	13	49	31	36	35
100616193	0	0	0	0	0	0	0	0	0	0
201799	29	39	48	77	142	27	230	72	62	34
105377495	0	0	0	0	0	0	0	0	0	0
201798	0	0	1	0	0	0	0	0	0	0
27236	271	680	381	312	616	494	511	727	275	636
729870	0	0	0	0	0	0	0	0	0	0
85462	18	131	18	11	112	20	87	110	17	57
23321	733	602	784	78	1768	660	1811	844	1085	630
105377496	0	0	0	0	0	0	0	0	0	0
303	29	27	60	2	33	10	32	12	21	26
84057	62	24	102	8	87	37	128	50	15	11
23240	26	61	10	182	165	55	187	124	97	60
105377498	0	0	0	0	0	0	0	0	0	0
100419170	0	0	1	0	0	1	4	0	0	0
7097	23	18	12	8	103	17	230	57	86	8
285533	3	4	8	6	6	1	6	3	2	0
105377499	0	0	0	0	0	0	0	0	0	0
6423	4	292	13	58	681	87	1305	161	1781	3
101927947	0	0	0	0	0	0	0	0	0	0
54798	0	0	2	13	2	5	10	26	2	1
5356	128	164	161	250	290	137	377	382	170	229
2244	0	0	0	0	7	0	4	0	0	0
2243	0	0	0	0	0	0	0	0	0	0
2266	1	0	0	0	9	0	2	0	1	0
9227	1	4	3	68	6	1	5	7	0	1
105377500	0	0	0	0	0	0	0	0	0	0
166863	0	0	0	0	0	0	0	0	0	0
105377501	0	0	0	0	0	0	0	0	0	0
4887	0	6	0	7	0	2	0	8	0	0
107986321	0	0	0	0	0	0	0	0	0	0
105377502	0	0	0	0	0	0	0	0	0	0
79884	0	5	1	24	6	2	13	12	8	5
102724776	0	5	1	24	6	2	13	12	8	5
105377503	0	0	0	0	0	0	0	0	0	0
105377505	0	0	0	0	0	0	0	0	0	0
105377504	0	0	0	0	0	0	0	0	0	0
2982	16	169	113	1354	103	52	304	247	199	35
107984032	0	0	0	1	0	0	0	1	0	0
105377506	0	0	0	0	0	0	0	0	0	0
2983	19	45	36	270	80	19	213	156	124	17
51802	0	0	0	0	0	0	0	0	0	0
105377507	0	0	0	0	0	0	0	0	0	0
6999	20	3	46	0	26	6	34	8	45	8
1519	5	99	12	102	154	110	354	267	83	57
102724785	0	0	0	0	0	0	0	0	0	0
105377508	0	0	0	0	0	0	0	0	0	0
107986322	0	0	0	0	0	0	0	0	0	0
56034	8	83	56	338	102	50	404	160	387	48
2743	1	5	9	157	7	7	47	31	49	3
2891	0	0	1	0	0	0	0	0	0	0
112268471	0	0	0	0	0	0	0	0	0	0
107986238	0	0	0	0	0	0	0	0	0	0
340017	0	0	0	0	0	0	0	0	0	0
105377509	0	0	0	0	0	0	0	0	0	0
51313	19	206	164	332	415	62	444	314	557	116
285505	0	0	0	0	1	0	0	0	0	0
101928007	0	0	0	0	0	0	0	0	0	0
55314	24	120	238	2	50	24	79	91	8	33
105377510	0	0	0	0	0	0	0	0	0	0
59350	2	3	2	0	4	2	5	1	0	0
201725	59	15	103	27	86	29	224	59	65	66
2110	23	311	98	159	83	251	165	466	45	386
5481	269	324	527	285	468	199	709	350	206	204
57600	58	542	202	251	486	388	523	814	197	396
152940	0	0	0	0	0	0	0	0	0	0
9693	18	124	15	128	141	62	140	168	36	67
100500881	0	0	0	0	0	0	0	0	0	0
100616303	0	0	0	0	0	0	0	0	0	0
107986324	0	0	0	0	0	0	0	0	0	0
105379457	0	0	0	0	0	0	0	0	0	0
109729132	0	0	0	0	0	0	0	0	0	0
107986239	0	0	0	0	0	0	0	0	0	0
105377512	0	0	0	0	0	0	0	0	0	0
105377513	0	0	0	0	0	0	0	0	0	0
105377514	0	0	0	0	0	0	0	0	0	0
105377515	0	0	0	0	0	0	0	0	0	0
56884	0	0	1	0	0	0	0	0	0	0
101928052	0	0	0	0	0	0	0	0	0	0
105377516	0	0	0	0	0	0	0	0	0	0
100616234	0	0	0	0	0	0	0	0	0	0
92345	18	17	44	42	106	33	200	114	43	44
101928081	0	0	0	0	0	0	0	0	0	0
105377517	0	0	0	0	0	0	0	0	0	0
4886	11	48	12	4	17	53	3	47	0	45
4889	0	2	2	0	0	5	0	0	0	0
84076	27	7	37	1	3	1	0	3	0	1
55319	166	99	329	179	229	70	303	150	144	146
55016	8	19	19	12	101	88	234	111	39	22
107986325	0	0	0	0	0	0	0	0	0	0
23520	8	6	17	5	15	3	20	7	2	1
100505989	26	666	199	0	140	268	60	452	70	301
100506013	0	1	2	0	0	0	0	0	7	0
391712	10	17	32	16	9	18	44	34	50	4
152756	27	22	26	13	31	4	2	11	8	1
166655	1	0	2	0	0	0	0	0	0	0
201931	71	124	224	60	164	54	165	265	37	67
11275	399	121	867	178	103	140	345	233	99	53
2713	8	4	14	1	1	0	2	1	0	0
6307	374	223	1329	71	1018	254	760	676	275	383
105377519	0	0	0	0	0	0	0	0	0	0
1363	29	975	49	622	251	109	233	375	614	104
693163	0	0	0	0	0	0	0	0	0	0
105377520	0	0	0	0	0	0	0	0	0	0
101928151	0	0	0	0	0	0	0	0	0	0
101928131	0	0	0	0	0	0	0	0	0	0
105377521	0	0	0	0	0	0	0	0	0	0
7092	2	25	12	37	20	17	30	103	25	8
50859	0	8	0	11	0	4	7	9	0	0
105377523	1	1	4	0	0	0	0	0	0	0
11199	0	29	13	0	0	2	1	1	0	0
105377524	0	0	0	0	0	0	0	0	0	0
55601	14	408	87	72	218	224	269	385	49	206
91351	24	191	159	126	219	122	168	178	157	295
107986198	0	0	0	0	0	0	0	0	0	0
23022	2	34	4	131	28	39	93	84	7	57
107986199	0	0	0	0	0	0	0	0	0	0
102723331	0	0	0	0	1	0	0	0	0	0
84869	41	169	122	130	163	172	194	274	93	117
107986200	0	0	0	0	0	0	0	0	0	0
105377527	0	0	0	0	0	0	0	0	0	0
57630	43	284	57	120	196	131	474	439	96	307
105377529	0	0	0	0	0	0	0	0	0	0
4750	7	74	31	302	71	73	161	150	72	52
1182	36	208	52	17	232	51	136	212	63	152
54969	87	66	187	175	106	81	266	216	90	93
107986240	0	0	0	0	0	0	0	0	0	0
105377530	0	0	0	0	0	0	0	0	0	0
100506085	0	0	1	0	0	0	0	0	0	0
9848	16	10	3	25	82	26	44	15	33	5
51166	9	15	15	25	43	3	26	24	17	16
107986326	0	0	0	0	0	0	0	0	0	0
101928223	0	0	0	0	0	0	0	0	0	0
107986241	0	0	0	0	0	0	0	0	0	0
100506107	0	0	0	0	0	0	0	0	0	0
100506122	0	0	0	0	0	0	0	0	0	0
102466953	0	0	0	0	0	0	0	0	0	0
105377534	0	0	0	0	0	0	0	0	0	0
101928288	0	0	0	0	0	0	0	0	0	0
105377535	0	0	0	0	0	0	0	0	0	0
105377536	0	0	0	0	0	0	0	0	0	0
441052	0	0	0	0	0	0	0	0	0	0
442117	0	0	6	2	0	0	0	4	0	0
105377537	0	0	0	0	0	0	0	0	0	0
101928314	0	0	0	0	0	0	0	0	0	0
107986201	0	0	0	0	0	0	0	0	0	0
101930370	0	0	0	0	0	0	0	0	0	0
51809	112	872	297	57	548	514	961	1364	177	648
